car_name,car_versions,car_price_in_rupees,fuel_type,city,year_of_manufacture,car_age
Hyundai, Grand i10 Magna 1.2 Kappa VTVT [2017-2020],4.45 Lakh,Petrol,Mumbai,2016,7
Maruti Suzuki, Alto 800 Lxi,2.93 Lakh,Petrol,Kolkata,2019,4
Tata, Safari XZ Plus New,22.49 Lakh,Diesel,Bangalore,2021,2
Maruti Suzuki, Ciaz ZXI+,6.95 Lakh,Petrol,Thane,2016,7
Jeep ,Compass Sport Plus 1.4 Petrol [2019-2020],12 Lakh,Petrol,Kolkata,2019,4
Maruti Suzuki, Eeco 5 STR WITH A/C+HTR [2019-2020],3.72 Lakh,Petrol,Chennai,2017,6
Hyundai ,Creta SX Plus 1.6 AT CRDI,11.5 Lakh,Diesel,Mumbai,2017,6
Maruti Suzuki, Ertiga VXi AT,10.39 Lakh,Petrol,Bangalore,2019,4
Toyota,Etios Liva G,3.75 Lakh,Petrol,Mumbai,2013,10
Renault ,Kwid 1.0 RXT AMT Opt [2016-2019],4.25 Lakh,Petrol,Mumbai,2018,5
Maruti Suzuki ,Ciaz VDi+ SHVS,6.75 Lakh,Diesel,Ahmedabad,2017,6
Maruti Suzuki ,Alto 800 LXi (O),4.49 Lakh,Petrol,Bangalore,2019,4
Chevrolet, Optra Magnum LS 2.0 TCDi,3 Lakh,Diesel + 1,Pallikarnai,2007,16
Maruti Suzuki ,Vitara Brezza VDi,9.5 Lakh,Diesel,Hyderabad,2019,4
Jeep ,Compass Longitude 2.0 Diesel [2017-2020],13.25 Lakh,Diesel,Thane,2018,5
Toyota ,Corolla Altis VL AT Petrol,9.25 Lakh,Petrol,Kolkata,2016,7
Hyundai, Elite i20 Magna Executive 1.2,6.75 Lakh,Petrol,Ahmedabad,2017,6
Mercedes-Benz, EQC 400 4MATIC,95 Lakh,Electric,Pune,2022,1
Ford ,EcoSport Titanium 1.5L Ti-VCT,8.71 Lakh,Petrol,Chennai,2018,5
Hyundai ,i10 Magna 1.2 Kappa2,3.35 Lakh,Petrol,Mumbai,2014,9
Hyundai ,Creta 1.6 SX Plus Petrol Special Edition,9.88 Lakh,Petrol,Pune,2016,7
Porsche ,718 Boxster,1.15 Crore,Petrol,Pune,2020,3
Kia ,Seltos HTE 1.5 Diesel,11 Lakh,Diesel,Thane,2019,4
Maruti Suzuki ,Ciaz Alpha Hybrid 1.5 AT [2018-2020],9.9 Lakh,Petrol,Mumbai,2020,3
Renault ,Kwid 1.0 RXL [2017-2019],3.45 Lakh,Petrol,Gurgaon,2019,4
BMW ,3 Series 320d Luxury Line,37.49 Lakh,Diesel,Kolkata,2019,4
Maruti Suzuki ,Baleno Alpha 1.2,6.39 Lakh,Petrol,Delhi,2017,6
Hyundai ,i20 Sportz 1.2 IVT,8.9 Lakh,Petrol,Ahmedabad,2022,1
Ford ,EcoSport Titanium 1.5L Ti-VCT,6.59 Lakh,Petrol,Kolkata,2018,5
Maruti Suzuki ,Wagon R 1.0 VXI,3.92 Lakh,Petrol,Kolkata,2018,5
Honda, Jazz VX Diesel,8 Lakh,Diesel,Hyderabad,2018,5
Maruti Suzuki ,Swift VDi,7.75 Lakh,Diesel,Hyderabad,2019,4
Tata ,Nexon XZ Plus,11.52 Lakh,Petrol,Delhi,2021,2
Audi ,Q3 35 TDI Premium + Sunroof,16.75 Lakh,Diesel,Mumbai,2014,9
Maruti Suzuki ,Ciaz Alpha Hybrid 1.5 AT [2018-2020],8.5 Lakh,Petrol,Ahmedabad,2019,4
Hyundai ,Santro Sportz CNG [2018-2020],5.93 Lakh,CNG,Delhi,2021,2
Maruti Suzuki ,Alto 800 LXi (O) CNG,4.15 Lakh,CNG,Bangalore,2021,2
MG ,Hector Plus Sharp 1.5 DCT Petrol,18.5 Lakh,Petrol,Ahmedabad,2020,3
Ford, Figo Duratec Petrol ZXI 1.2,2.4 Lakh,Petrol,Thane,2013,10
Audi, Q3 2.0 TDI Base Grade,11.99 Lakh,Diesel,Kolkata,2015,8
Hyundai, Creta SX Plus 1.6  Petrol,8.95 Lakh,Petrol,Thane,2016,7
Honda, Jazz ZX,9.68 Lakh,Petrol,Pune,2021,2
Mercedes-Benz, EQC 400 4MATIC,81 Lakh,Electric,Bangalore,2020,3
Hyundai, Grand i10 Asta 1.2 Kappa VTVT [2013-2016],4.93 Lakh,Petrol,Pune,2015,8
BMW, X1 sDrive20d,10.5 Lakh,Diesel,Kolkata,2013,10
Maruti Suzuki, Swift ZDi Plus,7.85 Lakh,Diesel,Thane,2018,5
BMW ,5 Series 520d Luxury Line [2017-2019],38.99 Lakh,Diesel,Kolkata,2017,6
Skoda, Superb L&K TSI AT,31 Lakh,Petrol,Ahmedabad,2021,2
Maruti Suzuki ,Swift DZire VXI,4.85 Lakh,Petrol,Thane,2014,9
Maruti Suzuki ,Wagon R 1.0 LXI CNG,4.35 Lakh,CNG,Thane,2017,6
Maruti Suzuki ,Wagon R 1.0 LXI CNG,4.51 Lakh,CNG,Pune,2017,6
Tata ,Tiago Revotron XZA,5.45 Lakh,Petrol,Mumbai,2018,5
Tata ,Tiago Revotron XT [2016-2019],4.5 Lakh,Petrol,Thane,2017,6
Maruti Suzuki, Wagon R LXi 1.0 CNG,6.81 Lakh,CNG,Pune,2021,2
Hyundai, Xcent S 1.2,3.95 Lakh,Petrol,Noida,2014,9
Kia, Seltos HTK 1.5 [2020-2021],11.43 Lakh,Petrol,Pune,2019,4
BMW, 5 Series 520d Luxury Line,23 Lakh,Diesel,Ahmedabad,2015,8
Kia, Seltos HTE 1.5,10.5 Lakh,Petrol,Thane,2020,3
Hyundai, Creta 1.6 SX Plus AT Petrol,12.75 Lakh,Petrol,Mumbai,2018,5
Hyundai, Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],5.99 Lakh,Petrol,Bangalore,2017,6
Kia ,Seltos GTX 1.4 Dual Tone,16.2 Lakh,Petrol,Pune,2019,4
Maruti Suzuki ,S-Presso VXi,4.2 Lakh,Petrol,Delhi,2020,3
Hyundai ,Elite i20 Sportz 1.4,4.75 Lakh,Diesel,Delhi,2015,8
Mercedes-Benz, GLC 200 Progressive,66 Lakh,Petrol,Bangalore,2021,2
Mercedes-Benz, E-Class E 200,68.99 Lakh,Petrol,Bangalore,2020,3
Maruti Suzuki ,Wagon R 1.0 LXI CNG,4.41 Lakh,CNG,Pune,2017,6
Audi ,A4 35 TDI Technology,29.5 Lakh,Diesel,Ahmedabad,2018,5
Chevrolet ,Cruze LTZ AT,5.9 Lakh,Diesel,Ahmedabad,2013,10
Hyundai, Grand i10 Magna 1.2 Kappa VTVT [2017-2020],4.14 Lakh,Petrol,Delhi,2016,7
Honda, City 1.5 S MT,2.85 Lakh,Petrol,Noida,2009,14
Maruti Suzuki ,Wagon R LXi 1.0 CNG,6.75 Lakh,CNG,Pune,2021,2
Hyundai ,Elite i20 Sportz 1.2,7.1 Lakh,Petrol,Hyderabad,2018,5
Mercedes-Benz, C-Class 220 BlueEfficiency,13.95 Lakh,Diesel,Hyderabad,2013,10
Hyundai ,Eon Magna [2011-2012],3.2 Lakh,Petrol,Ahmedabad,2015,8
Maruti Suzuki ,Baleno Delta 1.2,6.29 Lakh,Petrol,Delhi,2019,4
Volkswagen ,Vento Comfortline 1.2 (P) AT,6.51 Lakh,Petrol,Mumbai,2016,7
Hyundai ,Grand i10 Magna 1.2 Kappa VTVT [2017-2020],4.75 Lakh,Petrol,Mumbai,2017,6
Maruti Suzuki ,Wagon R 1.0 VXi,2.89 Lakh,Petrol,Pune,2011,12
Hyundai ,Venue S 1.0 Petrol [2019-2020],8.97 Lakh,Petrol,Kolkata,2019,4
Mercedes-Benz, C-Class 200 K AT,8.5 Lakh,Petrol,Ahmedabad,2010,13
Maruti Suzuki ,Wagon R 1.0 VXi,2.76 Lakh,Petrol,Kolkata,2013,10
Hyundai ,Elite i20 Magna Executive 1.2,6.9 Lakh,Petrol,Ahmedabad,2018,5
Maruti Suzuki ,Vitara Brezza ZDi Plus,10.44 Lakh,Diesel,Pune,2019,4
Honda ,City VX CVT,7.35 Lakh,Petrol,Chennai,2016,7
Maruti Suzuki ,Wagon R 1.0 VXI AMT,3.9 Lakh,Petrol,Pune,2016,7
Audi ,Q5 3.0 TDI quattro Premium Plus,25 Lakh,Diesel,Hyderabad,2015,8
Audi .A6 2.0 TDI Premium,,11.25 Lakh,Diesel,Kolkata,2013,10
Hyundai ,Creta SX Plus 1.6  Petrol,9.79 Lakh,Petrol,Bangalore,2016,7
Hyundai ,Xcent SX 1.2 (O),4.99 Lakh,Petrol,Bangalore,2015,8
MG ,Hector Sharp 2.0 Diesel [2019-2020],16.59 Lakh,Diesel,Bangalore,2019,4
Maruti Suzuki, Baleno Sigma 1.2,5.45 Lakh,Petrol,Noida,2017,6
Maruti Suzuki, S-Presso VXi Plus,4.76 Lakh,Petrol,Delhi,2021,2
Maruti Suzuki, Baleno Zeta 1.3,7.39 Lakh,Diesel,Bangalore,2017,6
Jeep ,Compass Limited 1.4 Petrol AT [2017-2020],13.95 Lakh,Petrol,Mumbai,2017,6
Maruti Suzuki, Ignis Zeta 1.2 MT,6.28 Lakh,Petrol,Pune,2020,3
Hyundai ,Grand i10 Sports Edition 1.2L Kappa VTVT,4.09 Lakh,Petrol,Delhi,2016,7
Honda ,City V,5.9 Lakh,Petrol,Mumbai,2015,8
Toyota, Glanza G CVT,7.95 Lakh,Petrol,Mumbai,2020,3
Audi, Q3 2.0 TDI quattro Premium,11.9 Lakh,Diesel,Ahmedabad,2012,11
Maruti Suzuk,i Swift DZire ZXI,4.45 Lakh,Petrol,Hyderabad,2012,11
Renault Kwid, RXT [2015-2019],2.99 Lakh,Petrol,Pune,2016,7
Hyundai, Verna Fluidic 1.6 VTVT SX,3.91 Lakh,Petrol,Delhi,2013,10
Maruti Suzuki, Vitara Brezza ZDi Plus AGS,8.9 Lakh,Diesel,Thane,2018,5
Maruti Suzuki ,Wagon R LXi 1.0 CNG,5.99 Lakh,CNG,Delhi,2020,3
Maruti Suzuki ,Baleno Delta 1.2,5.8 Lakh,Petrol,Kolkata,2018,5
MG ,Hector Sharp 1.5 DCT Petrol [2019-2020],19.25 Lakh,Petrol,Bangalore,2021,2
Honda ,City V Diesel,9.25 Lakh,Diesel,Hyderabad,2017,6
Maruti Suzuki, Swift VXi ABS,3.4 Lakh,Petrol,Delhi,2013,10
Hyundai, Verna Fluidic 1.6 CRDi SX,4.85 Lakh,Diesel,Thane,2013,10
Maruti Suzuki, Swift ZXi,6.33 Lakh,Petrol,Delhi,2018,5
Maruti Suzuki ,Wagon R 1.0 VXI,3.96 Lakh,Petrol,Kolkata,2017,6
Ford ,Endeavour Titanium 3.2 4x4 AT,24.75 Lakh,Diesel,Mumbai,2016,7
Hyundai, Elite i20 Magna Executive 1.2,7.75 Lakh,Petrol,Bangalore,2019,4
Volvo, V40 D3 Kinetic,12 Lakh,Diesel,Kolkata,2015,8
Ford ,EcoSport Ambiente 1.5L TDCi,4.91 Lakh,Diesel,Thane,2014,9
Hyundai, Xcent SX CRDi,4.25 Lakh,Diesel,Kolkata,2017,6
Mahindra, XUV500 W8,7.4 Lakh,Diesel,Hyderabad,2013,10
Hyundai ,Verna 1.6 VTVT SX,5.85 Lakh,Petrol,Mumbai,2015,8
Hyundai ,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],3.85 Lakh,Petrol,Noida,2014,9
Maruti Suzuki, Baleno Zeta 1.2 AT,6.9 Lakh,Petrol,Mumbai,2017,6
BMW, 5 Series 530i Sport Line,42.5 Lakh,Petrol,Mumbai,2018,5
Maruti Suzuki ,Ciaz Zeta Hybrid  1.5 [2018-2020],7.99 Lakh,Petrol,Mumbai,2018,5
MG ,Hector Plus Sharp 1.5 DCT Petrol,18.9 Lakh,Petrol,Ahmedabad,2020,3
Maruti Suzuki, Wagon R 1.0 LXI CNG,3.85 Lakh,CNG,Thane,2014,9
Maruti Suzuki ,Wagon R 1.0 LXI CNG,4.07 Lakh,CNG,Pune,2014,9
Maruti Suzuki ,Ciaz Delta 1.5,8.3 Lakh,Petrol,Faridabad,2020,3
Renault Triber, RXZ EASY-R AMT,7.6 Lakh,Petrol,Chennai,2020,3
Hyundai ,Venue S 1.0 Petrol [2019-2020],9.55 Lakh,Petrol,Kolkata,2019,4
Honda ,City SV,8.75 Lakh,Petrol,Ahmedabad,2019,4
Tata ,Indica LS,2.5 Lakh,Diesel,Thiruvallur,2017,6
Maruti Suzuki, Celerio VXi AMT,4.5 Lakh,Petrol,Thane,2016,7
Honda ,CR-V 2.4 AT,14 Lakh,Petrol,Hyderabad,2014,9
Honda, Jazz VX Diesel,5.95 Lakh,Diesel,Thane,2016,7
Nissan Terrano, XL (P),6.79 Lakh,Petrol,Bangalore,2016,7
Volkswagen ,Ameo Highline Plus 1.5L AT (D)16 Alloy,6.6 Lakh,Diesel,Chennai,2017,6
Hyundai ,Elite i20 Sportz 1.2 [2016-2017],6.87 Lakh,Petrol,Delhi,2019,4
Renault ,Kwid 1.0 RXT [2016-2019],3.04 Lakh,Petrol,Delhi,2018,5
Hyundai ,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],5.29 Lakh,Petrol,Bangalore,2017,6
Tata, Tiago JTP 1.2 [2018-2019],4.16 Lakh,Petrol,Delhi,2018,5
Maruti Suzuki, Alto K10 VXi [2014-2019],3.01 Lakh,Petrol,Chennai,2016,7
Tata ,Nexon XMA Diesel,9.41 Lakh,Diesel,Thane,2019,4
Tata, Safari XTA Plus,23.75 Lakh,Diesel,Bangalore,2022,1
Honda ,Jazz E MT [2015-2016],4.9 Lakh,Petrol,Ahmedabad,2016,7
Renault Kwid, RXT [2015-2019],3.31 Lakh,Petrol,Delhi,2018,5
Maruti Suzuki, Wagon R 1.0 VXi,2.35 Lakh,Petrol,Mumbai,2012,11
Mahindra, XUV500 W11 AT,13.9 Lakh,Diesel,Ahmedabad,2018,5
Audi ,A3 35 TDI Premium + Sunroof,24.75 Lakh,Diesel,Bangalore,2016,7
Volkswagen, Polo GT TSI,9.25 Lakh,Petrol,Bangalore,2018,5
Toyota ,Innova Crysta GX 2.4 7 STR,21.5 Lakh,Diesel,Ahmedabad,2020,3
Honda ,City VX CVT Petrol,12.04 Lakh,Petrol,Delhi,2020,3
Hyundai ,Santro Sportz AMT,5.57 Lakh,Petrol,Pune,2020,3
Hyundai, Grand i10 Nios Sportz 1.2 Kappa VTVT,5.79 Lakh,Petrol,Kolkata,2020,3
Hyundai,Elite i20 Magna Executive 1.2,5.54 Lakh,Petrol,Pune,2018,5
Hyundai,i10 Magna special edition,3.4 Lakh,Petrol,Ahmedabad,2014,9
Kia,Seltos GTX 1.4 Dual Tone,16.2 Lakh,Petrol,Pune,2019,4
BMW, 5 Series 520d Sedan,43 Lakh,Diesel,Ahmedabad,2017,6
Tata ,Harrier XZ Plus Dual Tone,18.95 Lakh,Diesel,Thane,2020,3
BMW, 7 Series 750Li Sedan,10 Lakh,Petrol,Ahmedabad,2008,15
Maruti Suzuki, Ciaz Alpha 1.4 AT,8.85 Lakh,Petrol,Ahmedabad,2020,3
Maruti Suzuki ,Wagon R 1.0 LXI CNG,4.84 Lakh,CNG,Pune,2018,5
Skoda, Rapid Style 1.5 TDI AT,7.15 Lakh,Diesel,Kolkata,2016,7
Maruti Suzuki ,Baleno Zeta 1.2,5.9 Lakh,Petrol,Ahmedabad,2017,6
Maruti Suzuki ,Celerio VXi AMT ABS,4.85 Lakh,Petrol,Hyderabad,2015,8
Honda, Jazz V Petrol,4.62 Lakh,Petrol,Delhi,2015,8
Land Rover Discovery, Sport HSE 7-Seater,34.99 Lakh,Diesel,Kolkata,2018,5
Hyundai ,Creta SX 1.6 (O) Petrol,10.25 Lakh,Petrol,Thane,2018,5
Hyundai, i10 1.2 L Kappa Magna Special Edition,1.8 Lakh,Petrol,Thane,2009,14
Honda ,City VX CVT Petrol [2017-2019],12 Lakh,Petrol + 1,Ambattur,2018,5
Tata ,Hexa XTA 4x2 6 STR,16 Lakh,Diesel + 1,Ambattur,2018,5
Hyundai ,Elite i20 Asta 1.2 (O) CVT [2019-2020],8.3 Lakh,Petrol,Thane,2019,4
Skoda ,Octavia 2.0 TDI L&K,20.95 Lakh,Diesel,Hyderabad,2017,6
Hyundai ,Tucson GLS 4WD AT Diesel,19.25 Lakh,Diesel,Pune,2017,6
Maruti Suzuki ,Swift Dzire LDI,4.75 Lakh,Diesel,Hyderabad,2016,7
Maruti Suzuki ,Swift VXi,4.6 Lakh,Petrol,Mumbai,2015,8
Honda ,Amaze 1.2 EX i-VTEC,3.42 Lakh,Petrol,Gurgaon,2013,10
Maruti Suzuki, Wagon R 1.0 LXI CNG,4.5 Lakh,CNG,Thane,2017,6
Renault Duster, 85 PS RxL Diesel,6.85 Lakh,Diesel,Bangalore,2014,9
Maruti Suzuki, Alto 800 Vxi,2.1 Lakh,Petrol,Kolkata,2014,9
BMW, X3 xDrive 30d M Sport [2015-2017],41 Lakh,Diesel,Hyderabad,2016,7
Mahindra, TUV300 T8 AMT mHAWK100,5.45 Lakh,Diesel,Noida,2016,7
Kia ,Carnival Prestige 7 STR,34.99 Lakh,Diesel,Bangalore,2021,2
Maruti Suzuki, Ciaz Alpha Hybrid 1.5 AT [2018-2020],10.75 Lakh,Petrol,Bangalore,2019,4
Jeep ,Compass Limited Plus Diesel [2018-2020],17.99 Lakh,Diesel,Bangalore,2019,4
Maruti Suzuki ,Baleno Alpha 1.2,7.11 Lakh,Petrol,Mumbai,2019,4
Audi ,Q5 2.0 TDI quattro Premium,21.5 Lakh,Diesel,Kolkata,2014,9
Hyundai, Creta SX 1.6 Petrol,11.49 Lakh,Petrol,Bangalore,2019,4
Maruti Suzuki, Baleno Alpha 1.2,5.24 Lakh,Petrol,Delhi,2016,7
Hyundai ,Xcent S 1.2,4.75 Lakh,Petrol,Thane,2015,8
Maruti Suzuki ,Wagon R 1.0 VXI,3.9 Lakh,Petrol,Kolkata,2018,5
Honda ,City V CVT Petrol [2017-2019],11.5 Lakh,Petrol,Ahmedabad,2020,3
Mercedes-Benz, S-Class 350 CDI L,19 Lakh,Diesel,Hyderabad,2011,12
Renault Tribe,r RXZ EASY-R AMT,7.5 Lakh,Petrol,Mumbai,2020,3
Honda, City ZX CVT Petrol,12.85 Lakh,Petrol,Mumbai,2020,3
Maruti Suzuki ,Swift VXi,4.2 Lakh,Petrol,Hyderabad,2013,10
Hyundai, Creta E Plus 1.6 Petrol,8.55 Lakh,Petrol,Mumbai,2017,6
Renault, Duster 85 PS RXS 4X2 MT Diesel,8.99 Lakh,Diesel,Bangalore,2018,5
Renault, Kwid 1.0 RXT Opt [2016-2019],3.48 Lakh,Petrol,Chennai,2018,5
Mahindra ,XUV500 W8,8.11 Lakh,Diesel,Mumbai,2015,8
Toyota, Glanza V,6.75 Lakh,Petrol,Ahmedabad,2019,4
Maruti Suzuki, Swift VDi ABS [2014-2017],5.67 Lakh,Diesel,Pune,2016,7
Isuzu ,MU-X 4x2,21 Lakh,Diesel,Hyderabad,2018,5
Renault ,Duster 85 PS RxL Diesel (Opt),4.75 Lakh,Diesel,Mumbai,2012,11
Honda ,Amaze 1.2 VX MT Petrol [2018-2020],6.85 Lakh,Petrol,Noida,2018,5
Maruti Suzuki ,S-Presso VXi Plus,5.25 Lakh,Petrol,Ahmedabad,2022,1
Volvo ,XC90 D5 AWD,22.57 Lakh,Diesel,Ahmedabad,2014,9
Hyundai ,Grand i10 Asta 1.2 Kappa VTVT,5.75 Lakh,Petrol,Mumbai,2017,6
Honda ,City VX,7.45 Lakh,Petrol,Mumbai,2016,7
Toyota, Glanza G,7.08 Lakh,Petrol,Chennai,2019,4
Maruti Suzuki ,Alto K10 VXi AMT [2014-2018],3.38 Lakh,Petrol,Delhi,2017,6
Tata ,Tiago Revotron XT [2016-2019],4.84 Lakh,Petrol,Delhi,2019,4
Honda ,City 1.5 V MT,3.95 Lakh,Petrol,Noida,2012,11
Hyundai ,Grand i10 Sports Edition 1.2L Kappa VTVT,4.34 Lakh,Petrol,Pune,2015,8
Mercedes-Benz, E-Class E 220 d Avantgarde,61.75 Lakh,Diesel,Bangalore,2019,4
Audi, A4 3.0 TDI quattro Technology Pack,32 Lakh,Diesel,Chennai,2018,5
Maruti Suzuki, Ciaz Alpha Hybrid 1.5 [2018-2020],8.72 Lakh,Petrol,Kolkata,2020,3
Skoda ,Rapid Ultima Elegance 1.6 TDI CR MT,6.5 Lakh,Diesel,Kolkata,2017,6
Honda, Amaze 1.5 VX i-DTEC,4.95 Lakh,Diesel,Mumbai,2015,8
Kia, Seltos GTX Plus AT 1.4 [2019-2020],15.25 Lakh,Petrol,Kolkata,2019,4
Honda ,Amaze 1.5 S i-DTEC,4.99 Lakh,Diesel,Bangalore,2014,9
Maruti Suzuki ,Wagon R 1.0 VXI,4.32 Lakh,Petrol,Pune,2017,6
Maruti Suzuki ,Ciaz Zeta Hybrid 1.5 AT [2018-2020],8.5 Lakh,Petrol,Thane,2019,4
Volkswagen ,Vento Highline Plus 1.2 (P) AT 16 Alloy,7.25 Lakh,Petrol,Mumbai,2016,7
Maruti Suzuki ,Celerio ZXi [2017-2019],4.33 Lakh,Petrol,Pune,2017,6
Maruti Suzuki ,Ertiga VXI CNG,7.2 Lakh,CNG,Thane,2016,7
Skoda ,Rapid Ambition 1.6 TDI CR MT,9.25 Lakh,Diesel,Hyderabad,2018,5
Tata, Harrier XZ [2019-2020],16.95 Lakh,Diesel,Bangalore,2019,4
Maruti Suzuki, Dzire ZXi Plus AMT,8.75 Lakh,Petrol,Chennai,2020,3
Maruti Suzuki, Baleno Delta 1.2,5.1 Lakh,Petrol,Pune,2016,7
Mahindra, TUV300 T8,5.65 Lakh,Diesel,Delhi,2016,7
Maruti Suzuki, Alto K10 VXi,2.25 Lakh,Petrol,Pune,2011,12
Audi ,Q3 35 TDI quattro Premium Plus,19.99 Lakh,Diesel,Kolkata,2018,5
Jaguar, XE Portfolio Diesel,37.75 Lakh,Diesel,Bangalore,2018,5
Toyota, Innova Crysta ZX 2.4 AT 7 STR,32.5 Lakh,Diesel,Hyderabad,2021,2
Maruti Suzuki, Ciaz Delta 1.3 Diesel,7.45 Lakh,Diesel,Mumbai,2018,5
MINI ,Cooper JCW Hatchback,44 Lakh,Petrol,Mumbai,2021,2
Jeep, Compass Limited Plus 2.0 Diesel 4x4 AT,23 Lakh,Diesel,Ambattur,2020,3
Volkswagen, Polo Comfortline 1.2L (P),4.65 Lakh,Petrol,Thane,2015,8
Maruti Suzuki ,Wagon R LXi Minor,1.8 Lakh,Petrol,Thane,2009,14
Maruti Suzuki, Ignis Delta 1.2 MT,4.53 Lakh,Petrol,Kolkata,2018,5
Hyundai, Xcent SX 1.2,5.34 Lakh,Petrol,Pune,2016,7
Maruti Suzuki ,Alto 800 Lxi,2.05 Lakh,Petrol,Kolkata,2014,9
Mercedes-Benz ,E-Class E350 CDI BlueEfficiency,15.5 Lakh,Diesel,Hyderabad,2010,13
Maruti Suzuki, Baleno Zeta 1.2,7.35 Lakh,Petrol,Thane,2020,3
Volvo, S60 Kinetic D4,17.9 Lakh,Diesel,Hyderabad,2017,6
Maruti Suzuki, Estilo VXi ABS BS-IV,2.25 Lakh,Petrol + 1,Thiruvallur,2011,12
Hyundai ,i20 Asta (O) 1.2 MT,8.5 Lakh,Petrol,Hyderabad,2020,3
Maruti Suzuki, Ciaz Delta 1.4 MT,6.87 Lakh,Petrol,Delhi,2017,6
Maruti Suzuki, Swift VXi AMT [2018-2019],5.38 Lakh,Petrol,Kolkata,2018,5
BMW ,3 Series Gran Limousine 320Ld Luxury Line,57.5 Lakh,Diesel,Chennai,2021,2
Honda ,City V CVT Petrol [2017-2019],8.3 Lakh,Petrol,Ahmedabad,2017,6
Ford, Figo Duratec Petrol EXI 1.2,2.4 Lakh,Petrol + 1,Poonamallee,2011,12
Honda ,City SV,6.3 Lakh,Petrol,Kolkata,2018,5
Audi ,TT 45 TFSI,46 Lakh,Petrol,Ahmedabad,2016,7
Maruti Suzuki ,Celerio ZXi AMT [2019-2020],4.75 Lakh,Petrol,Thane,2016,7
BMW ,X1 sDrive20d Expedition,21.75 Lakh,Diesel,Mumbai,2017,6
Volvo, S90 D4 Inscription,59 Lakh,Diesel,Hyderabad,2020,3
Maruti Suzuki ,Celerio VXi AMT ABS,4.45 Lakh,Petrol,Mumbai,2016,7
Hyundai, Creta 1.6 S Plus AT,9.98 Lakh,Diesel,Pune,2016,7
Maruti Suzuki ,Celerio VXi,5.65 Lakh,Petrol,Hyderabad,2020,3
Hyundai Grand, i10 Sportz 1.2 Kappa VTVT [2016-2017],4.85 Lakh,Petrol,Delhi,2017,6
Datsun, redi-GO S [2016-2019],3.25 Lakh,Petrol,Ahmedabad,2019,4
Kia, Seltos GTX Plus 1.4 [2020-2021],16.9 Lakh,Petrol,Ahmedabad,2020,3
Skoda, Octavia Elegance 2.0 TDI AT,7.99 Lakh,Diesel,Delhi,2014,9
Maruti Suzuki ,Wagon R 1.0 LXI CNG (O),4.3 Lakh,CNG,Pune,2016,7
Mahindra ,XUV500 W8,5.75 Lakh,Diesel,Kolkata,2013,10
Hyundai ,Eon Era +,3.3 Lakh,Petrol,Chennai,2017,6
Audi ,Q7 45 TDI Technology Pack,59.5 Lakh,Diesel,Ahmedabad,2018,5
Audi ,A6 35 TDI Matrix,25 Lakh,Diesel,Ahmedabad,2018,5
Hyundai ,Elite i20 Sportz 1.2,6.13 Lakh,Petrol,Pune,2017,6
Hyundai, Elite i20 Sportz 1.2,5.59 Lakh,Petrol,Kolkata,2019,4
Mercedes-Benz, GLS 350 d,68 Lakh,Diesel,Hyderabad,2018,5
MG ,Hector Sharp 1.5 DCT Petrol [2019-2020],16.99 Lakh,Petrol,Kolkata,2021,2
Mahindra, XUV500 W10,14.9 Lakh,Diesel,Chennai,2018,5
BMW, 3 Series 320d Luxury Line,17.1 Lakh,Diesel,Delhi,2015,8
Maruti Suzuki, Celerio VXi AMT [2017-2019],4.9 Lakh,Petrol,Thane,2018,5
Maruti Suzuki, Wagon R 1.0 LXI,3.13 Lakh,Petrol,Delhi,2014,9
Maruti Suzuki, Alto 800 Vxi,3.32 Lakh,Petrol,Kolkata,2019,4
Hyundai ,Creta 1.6 S Petrol,7.45 Lakh,Petrol,Mumbai,2016,7
Skoda ,Rapid Ambition 1.6 MPI MT,3.85 Lakh,Petrol,Noida,2012,11
Jaguar, XF 3.0 V6 Premium Luxury,26.5 Lakh,Diesel,Hyderabad,2015,8
Toyota, Innova 2.5 G BS III 7 STR,9.75 Lakh,Diesel,Ahmedabad,2015,8
Hyundai, i10 1.1L iRDE Magna Special Edition,3.5 Lakh,Petrol,Ahmedabad,2015,8
Toyota, Fortuner 2.8 4x4 AT [2016-2020],35 Lakh,Diesel,Hyderabad,2019,4
Maruti Suzuki ,Dzire VXi AMT,6.9 Lakh,Petrol,Delhi,2020,3
Datsun ,GO T [2018-2019],2.35 Lakh,Petrol,Ahmedabad,2018,5
Ford, EcoSport Titanium 1.0 Ecoboost,4.51 Lakh,Petrol,Kolkata,2013,10
Maruti Suzuki,. Wagon R 1.0 LXI CNG,4.06 Lakh,CNG,Delhi,2017,6
Maruti Suzuki, Baleno Delta 1.2,5.4 Lakh,Petrol,Delhi,2018,5
Maruti Suzuki, Ertiga Vxi,5 Lakh,Petrol + 1,Thiruvallur,2013,10
Mercedes-Benz ,CLA 200 CDI Sport,16.49 Lakh,Diesel,Kolkata,2015,8
Skoda ,Octavia 1.8 TSI L&K,21 Lakh,Petrol,Hyderabad,2018,5
Toyota ,Corolla Altis G Petrol,6.95 Lakh,Petrol,Thane,2015,8
Toyota ,Corolla Altis 1.8 G AT,8.83 Lakh,Petrol,Delhi,2014,9
